id,name,size,serving_per_bag,calorie,carbohydrate,protein,fat,saturated fat,trans fat,sodium,sugar,含麩質之穀物及其製品,堅果類、種子類及其製品,大豆及其製品,奇異果及其製品,牛奶、羊奶及其製品,甲殼類及其製品(蝦類、蟹類),芒果及其製品,芝麻及其製品,花生及其製品,蛋類及其製品,軟體動物類及其製品(頭足類、螺貝類),魚類及其製品,不含牛肉,不含豬肉,不含禽肉,不含海鮮,不含花生,不含堅果,不含芝麻,不含麩質,不含大豆,不含蛋品,不含牛/羊奶,全素,蛋素,奶素,奶蛋素,植物五辛素
344516,雞汁油蔥手工麵線,220.0,1,290.0,39.2,9.2,10.8,1.5,0.0,532.0,0.9,1,0,1,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
372779,紹興翅小腿,105.0,1,180.0,3.2,19.4,9.9,2.7,0.0,760.0,2.1,1,0,1,0,1,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
427209,匈牙利風味香草烤雞腿,118.0,1,150.0,0.5,24.2,5.7,1.8,0.0,605.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515317,香菇雞燉湯,320.0,1,139.0,8.3,17.0,4.2,1.0,0.0,1405.0,1.6,1,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
566122,四神豬肚湯,320.0,1,157.0,20.5,13.8,2.2,1.0,0.0,665.6,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1531120,蒸蛋湯,340.0,1,139.4,4.4,13.6,7.5,2.1,0.0,993.0,2.7,1,0,1,0,0,0,0,1,0,1,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
156414,鮮乳虎皮蛋糕捲,110.0,1,506.7,47.3,9.4,31.1,12.0,0.0,172.5,35.9,1,1,1,0,1,0,1,1,1,1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
263952,牧場直送４．０鮮乳優格,140.0,1,108.9,13.2,4.2,5.3,3.5,0.0,53.0,7.1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
414622,經典雙色小泡芙,78.0,1,219.0,19.4,5.3,13.3,6.1,0.0,107.0,11.1,1,0,1,0,1,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
415755,香草卡士達泡芙,65.0,1,167.0,14.7,3.6,10.4,4.8,0.0,73.0,8.4,1,0,1,0,1,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
415769,鮮乳脆皮泡芙,81.0,1,230.0,25.7,4.1,12.3,7.4,0.0,98.0,15.0,1,1,1,0,1,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
415773,法式檸檬塔,72.0,1,267.0,31.6,4.5,13.6,5.8,0.0,48.0,18.5,1,0,1,0,1,0,0,0,0,1,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531280,香檸鹽之花熔岩蛋糕,90.0,1,351.1,33.4,6.0,21.5,8.3,0.0,284.0,22.1,1,1,1,0,1,0,1,1,1,1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
556739,芋泥Ｑ心球,37.0,3,123.7,19.0,1.8,4.5,2.5,0.06,182.6,9.7,1,1,1,0,1,0,1,1,1,1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
556743,紅豆ｍｉｎｉ銅鑼燒,13.0,6,38.6,6.5,0.9,1.0,0.2,0.0,36.0,3.4,1,1,1,0,1,0,1,1,1,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
578549,可可熔岩烏龍茶戚風蛋糕,90.0,1,331.8,32.2,7.1,19.4,6.9,0.0,209.6,18.5,1,1,1,0,1,0,1,1,1,1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
578862,烏龍茶可可千層蛋糕,55.0,1,152.7,12.9,2.1,10.3,7.8,0.0,86.0,8.3,1,1,1,0,1,0,1,1,0,1,0,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1950316,巧克力捲,25.0,2,94.0,14.9,2.9,2.5,0.9,0.0,32.0,3.4,1,0,1,0,1,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1950348,蜂蜜牛奶球,11.0,5,39.0,7.0,1.0,0.8,0.3,0.0,13.0,1.4,1,0,0,0,1,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1950352,草莓夾心,18.0,4,55.0,10.2,1.6,0.9,0.3,0.0,19.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2620283,福樂頂級希臘式優格,135.0,1,115.0,9.9,7.3,5.1,3.4,0.0,69.0,8.8,1,1,1,0,1,0,1,1,0,0,0,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2620451,福樂頂級鮮奶優酪,135.0,1,84.0,5.5,4.2,5.0,3.5,0.0,55.0,4.2,1,1,1,0,1,0,1,1,0,0,0,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
40786,巧克力派司,75.0,1,405.0,37.0,5.9,25.9,13.4,0.0,265.0,9.4,1,1,1,0,1,0,1,1,1,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
76456,蔥花麵包,100.0,1,367.0,49.1,9.0,14.9,6.5,0.0,427.0,11.7,1,0,1,0,1,0,0,0,0,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102306,鹹奶油菠蘿小土司,100.0,1,433.0,57.0,9.1,18.7,10.3,0.5,207.0,17.4,1,0,1,0,1,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
124748,維也納奶油軟法,95.0,1,393.0,50.6,8.3,17.5,10.4,0.7,446.0,8.5,1,0,1,0,1,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
143623,紫薯芋泥軟歐,90.0,1,250.0,44.6,6.3,5.1,1.6,0.0,251.0,13.4,1,1,1,0,1,0,0,1,1,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
208023,黃金奶油鹽可頌,78.0,1,267.0,33.6,7.3,11.5,7.3,0.0,504.0,4.2,1,0,1,0,1,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
226857,菠蘿麵包,100.0,1,373.0,52.9,10.1,13.4,6.8,0.0,195.0,14.5,1,0,1,0,1,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
274664,墨西哥葡萄奶酥麵包,115.0,1,465.0,56.7,9.2,22.3,10.5,0.0,459.0,26.0,1,1,1,0,1,0,1,1,1,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
275688,帕瑪森起司方塊堡,85.0,1,265.0,36.6,7.7,9.8,4.5,0.0,347.0,10.7,1,1,1,0,1,0,1,1,1,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
309704,韓國麵包球,25.0,5,102.0,14.4,1.5,4.3,0.9,0.0,56.0,4.6,1,0,1,0,1,0,0,1,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
318896,琥珀楓糖小可頌,48.0,1,221.0,23.7,4.2,12.2,5.2,0.0,203.0,4.9,1,1,1,0,1,0,1,1,1,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
333127,葡萄丹麥捲,75.0,1,304.0,35.3,5.5,15.6,6.6,0.0,332.0,15.7,1,1,1,0,1,0,1,1,1,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
344489,巧克力菠蘿,100.0,1,346.0,47.9,9.4,13.0,6.3,0.0,195.0,15.5,1,0,1,0,1,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
353171,香蒜起司麵包,90.0,1,292.0,36.5,10.5,11.4,6.0,0.0,530.0,3.4,1,0,1,0,1,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
426821,海鹽奶香羅宋,100.0,1,389.0,51.6,8.4,16.5,7.4,0.0,678.0,11.3,1,1,1,0,1,0,1,1,1,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428750,醇厚巧克力球,85.0,1,294.0,46.2,3.8,10.5,5.4,0.0,264.0,15.7,1,1,1,0,1,0,1,1,1,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
440483,法式巧克力拔絲麵包,120.0,1,403.0,60.8,12.4,12.2,7.8,0.0,305.0,13.2,1,0,1,0,1,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
459420,厚切醇乳香土司,191.0,2,548.0,96.3,18.9,9.7,4.6,0.0,663.0,13.0,1,0,1,0,1,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
475420,毛毛蟲奶露麵包,85.0,1,301.0,39.9,7.5,12.4,6.4,0.0,302.0,9.8,1,1,1,0,1,0,0,1,1,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
488198,芝心乳酪丹麥,60.0,1,251.0,27.6,5.8,13.1,1.6,0.0,285.0,5.4,1,1,1,0,1,0,1,1,1,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
504928,芋泥金沙麻吉麵包,94.0,1,271.0,50.1,6.8,4.8,1.9,0.0,204.0,15.2,1,0,1,0,1,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
504932,花生煉乳軟法,95.0,1,314.0,44.2,10.0,10.8,5.7,0.0,447.0,8.0,1,1,1,0,1,0,0,1,1,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
507962,脆皮巧克力麵包,65.0,1,229.0,36.1,5.0,7.2,4.0,0.0,185.0,9.4,1,1,1,0,1,0,1,1,1,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
523980,菠蘿奶酥麵包,100.0,1,383.0,55.2,8.2,14.4,5.2,0.0,233.0,22.4,1,1,1,0,1,0,1,1,1,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
524895,蜂蜜檸檬雙享夾心土司,36.0,1,113.0,14.8,2.9,4.7,2.2,0.0,101.0,3.8,1,0,1,0,1,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
538991,蜜香紅茶蘋果鬆餅,112.0,1,360.0,60.4,4.9,11.0,3.0,0.0,364.0,38.8,1,0,1,0,1,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
539006,香橙乳酪球,90.0,1,237.0,40.9,6.6,5.2,3.2,0.0,279.0,10.4,1,1,1,0,1,0,0,1,1,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
555838,醇黑可可軟法,90.0,1,328.0,41.8,8.5,14.0,7.7,0.0,358.0,7.5,1,1,1,0,1,0,0,1,1,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
556725,大納言紅豆鬆餅,120.0,1,359.0,56.4,6.8,11.8,3.1,0.0,369.0,31.6,1,0,1,0,1,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
556866,大納言紅豆奶油滿餡麵包,108.0,1,360.0,51.7,8.4,13.3,5.6,0.0,269.0,20.1,1,0,1,0,1,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
557212,紅豆丹麥捲,80.0,1,302.0,36.3,6.4,14.5,6.2,0.0,318.0,10.0,1,1,1,0,1,0,1,1,1,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
564443,藍莓桑葚乳酪Ｑ貝果,85.0,1,236.0,42.7,7.7,3.9,1.4,0.0,347.0,5.5,1,1,1,0,1,0,1,1,1,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567300,藍莓夾心土司,78.0,1,216.0,33.5,5.1,6.9,3.2,0.0,258.0,10.4,1,0,1,0,1,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
575628,香醇奶油抹醬麵包,85.0,1,277.0,39.1,7.3,10.2,4.3,0.0,437.0,7.3,1,1,1,0,1,0,1,1,1,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1820062,丹麥菠蘿可頌,92.0,1,390.0,46.0,7.9,19.4,9.5,0.0,196.0,25.6,1,1,1,0,1,0,1,1,1,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1870021,紅豆麵包,104.0,1,291.0,52.1,8.5,5.4,2.0,0.0,204.0,10.1,1,0,1,0,1,0,0,1,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1870053,草莓麵包,91.0,1,244.0,45.5,6.4,4.2,1.5,0.0,192.0,6.6,1,0,1,0,1,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1870071,海苔肉鬆沙拉麵包,90.0,1,375.0,40.5,9.5,19.4,3.7,0.0,422.0,11.0,1,0,1,0,1,0,0,1,0,1,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1870085,醇黑可可好棒棒,125.0,1,528.0,68.5,10.4,23.6,9.5,0.0,330.0,19.0,1,0,1,0,1,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1870162,克林姆麵包,96.0,1,254.0,44.7,7.0,5.3,2.3,0.0,205.0,12.0,1,0,1,0,1,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1870194,奶酥麵包,96.0,1,384.0,47.3,8.8,17.8,8.8,0.0,240.0,17.2,1,0,1,0,1,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1870203,香濃牛奶好棒棒,120.0,1,474.0,61.6,10.8,20.5,8.7,0.0,323.0,13.0,1,0,1,0,1,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1870271,起酥葡萄奶酥,106.0,1,424.0,48.3,8.7,21.7,10.6,0.0,314.0,12.2,1,0,1,0,1,0,0,1,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1871009,果粒草莓滿餡麵包,99.0,1,299.0,45.4,6.9,9.9,4.0,0.0,206.0,18.9,1,1,1,0,1,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1871063,深焙花生滿餡麵包,102.0,1,461.0,44.0,10.8,26.8,8.8,0.0,332.0,16.2,1,0,1,0,1,0,0,0,1,1,0,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1871445,起酥肉鬆麵包,95.0,1,379.0,46.2,9.1,17.6,3.6,0.0,314.0,7.5,1,0,1,0,1,0,0,1,0,1,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1871504,榛果可可滿餡麵包,94.0,1,414.0,40.7,8.5,24.2,9.7,0.0,242.0,14.1,1,1,1,0,1,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1970360,醇乳香土司,191.0,2,548.0,96.3,18.9,9.7,4.6,0.0,663.0,13.0,1,0,1,0,1,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1971352,草莓夾心土司,78.0,1,179.0,35.0,5.2,2.0,0.8,0.0,244.0,9.9,1,0,1,0,1,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1971398,花生夾心土司,78.0,1,292.0,30.4,7.2,15.8,5.9,0.0,280.0,9.1,1,0,1,0,1,0,0,0,1,0,0,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1971520,板巧克力夾心土司,73.0,1,241.0,33.1,5.5,9.6,3.7,0.0,230.0,8.2,1,1,1,0,1,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1971552,經典蜂蜜鬆餅,110.0,1,365.0,54.6,5.8,13.8,3.9,0.0,275.0,28.9,1,0,1,0,1,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1971689,陽光葡萄土司,130.0,1,363.0,65.9,10.7,6.2,2.7,0.0,338.0,19.6,1,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1971702,綿柔鮮奶土司,111.0,1,321.0,56.4,11.1,5.7,2.7,0.0,386.0,7.5,1,0,1,0,1,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1971734,榛果巧克力鬆餅,108.0,1,351.0,53.1,6.8,12.3,4.0,0.0,275.0,27.2,1,1,1,0,1,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1971766,新纖麥土司,185.0,2,487.0,88.6,21.5,6.5,2.0,0.0,592.0,13.7,1,0,1,0,1,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1972017,小麥胚芽土司,105.0,1,276.0,50.3,12.2,3.7,1.2,0.0,336.0,7.8,1,0,1,0,1,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
510608,讚岐烏龍麵,130.0,1,162.0,36.1,3.8,0.3,0.0,0.0,216.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
11640,鹽味毛豆,130.0,1,178.0,15.7,16.3,5.6,0.7,0.0,415.0,4.8,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
94044,川味椒麻煎餃,175.0,1,308.0,35.9,14.7,11.7,3.7,0.0,903.0,6.7,1,0,1,0,0,0,0,1,0,0,1,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
146726,麻油肉絲炒飯,152.0,1,344.0,46.8,8.7,13.5,2.4,0.0,523.0,0.8,1,0,1,0,0,0,0,1,0,1,0,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
146730,麻辣豬皮,100.0,1,247.0,5.5,19.8,16.2,4.4,0.0,1225.0,5.3,1,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
146762,水煎包,90.0,2,160.0,23.8,6.1,4.5,1.4,0.0,338.0,3.6,1,0,1,0,0,0,0,1,0,0,1,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
167126,塔香鹹酥雞,80.0,1,202.0,11.3,13.3,11.5,1.9,0.0,235.0,0.0,1,1,1,0,1,1,0,1,1,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171054,泰式辣炒豬肉飯,185.0,1,361.0,56.8,10.9,10.0,2.8,0.0,549.0,3.3,1,0,1,0,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
175058,玉米豬肉手工水餃,175.0,1,295.0,35.7,13.5,10.9,3.2,0.0,548.0,5.3,1,0,1,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
416701,韓式炸Ｇ,100.0,1,213.0,28.6,11.1,6.0,0.4,0.0,652.0,11.8,1,0,1,0,0,0,0,1,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
416715,椒麻綜合滷味,115.0,1,235.0,21.5,8.1,12.9,2.0,0.0,524.0,1.6,1,0,1,0,0,0,0,1,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
437010,田家千層三星蔥拉餅,110.0,1,334.0,37.1,6.5,17.8,9.4,0.0,402.0,1.1,1,1,1,0,1,1,0,1,1,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
437024,田家千層胡椒拉餅,110.0,1,316.0,39.3,9.3,13.5,6.4,0.0,502.0,2.8,1,1,1,0,1,1,0,1,1,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2410721,薑黃素炒飯,275.0,1,575.0,93.2,12.4,17.0,1.8,0.0,965.0,10.7,1,0,1,0,0,0,0,1,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2491000,韓式炸雞,105.0,1,259.0,22.9,12.9,12.9,5.1,0.0,645.0,8.4,1,0,1,0,1,0,0,1,0,1,0,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2491014,糖醋炸雞,100.0,1,243.5,21.0,13.1,11.9,2.1,0.0,244.0,4.3,1,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2491028,霸王黃金香雞腿,95.0,1,189.0,8.7,14.7,10.6,3.3,0.0,598.0,0.0,1,0,1,0,1,0,0,0,0,1,0,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
